Date,Open,High,Low,Close,Adj Close,Volume
2023-01-01,6.579999923706055,6.675000190734863,6.090000152587891,6.400000095367432,6.400000095367432,126412800
2023-01-08,6.489999771118164,7.050000190734863,6.400000095367432,6.960000038146973,6.960000038146973,136335700
2023-01-15,6.989999771118164,7.300000190734863,6.670000076293945,7.019999980926514,7.019999980926514,117247100
2023-01-22,7.03000020980835,7.730000019073486,6.690000057220459,7.550000190734863,7.550000190734863,156991500
2023-01-29,7.5,9.210000038146973,7.360000133514404,8.40999984741211,8.40999984741211,256350700
2023-02-05,8.3100004196167,8.569999694824219,7.460000038146973,7.510000228881836,7.510000228881836,192561900
2023-02-12,7.579999923706055,10.3100004196167,7.449999809265137,9.199999809265137,9.199999809265137,607439300
2023-02-19,9.010000228881836,9.100000381469727,7.869999885559082,8.09000015258789,8.09000015258789,222106700
2023-02-26,8.119999885559082,8.5,7.559999942779541,8.329999923706055,8.329999923706055,175913900
2023-03-05,8.34000015258789,8.579999923706055,7.28000020980835,7.349999904632568,7.349999904632568,164818900
2023-03-12,7.289999961853027,8.149999618530273,7.190000057220459,7.880000114440918,7.880000114440918,166037200
2023-03-19,7.764999866485596,8.619999885559082,7.71999979019165,8.199999809265137,8.199999809265137,127316300
2023-03-26,8.149999618530273,8.479999542236328,7.940000057220459,8.449999809265137,8.449999809265137,98043400
2023-04-02,8.369999885559082,8.649999618530273,7.789999961853027,8.09000015258789,8.09000015258789,124908700
2023-04-09,8.0,8.90999984741211,7.900000095367432,8.8100004196167,8.8100004196167,163921700
2023-04-16,8.8100004196167,9.039999961853027,8.09000015258789,8.180000305175781,8.180000305175781,103896200
2023-04-23,8.15999984741211,8.25,7.619999885559082,7.75,7.75,109995000
2023-04-30,7.75,7.909999847412109,7.28000020980835,7.409999847412109,7.409999847412109,157055200
2023-05-07,7.639999866485596,10.300000190734863,7.590000152587891,9.5,9.5,614038100
2023-05-14,9.210000038146973,12.40999984741211,9.020000457763672,11.710000038146973,11.710000038146973,479425500
2023-05-21,11.619999885559082,14.194999694824219,11.390000343322754,13.649999618530273,13.649999618530273,549444800
2023-05-28,14.4399995803833,15.220000267028809,13.819999694824219,14.520000457763672,14.520000457763672,494825000
2023-06-04,14.364999771118164,17.15999984741211,14.364999771118164,15.020000457763672,15.020000457763672,620121200
2023-06-11,15.4399995803833,16.90999984741211,15.163000106811523,16.299999237060547,16.299999237060547,455213000
2023-06-18,15.989999771118164,16.889999389648438,13.5600004196167,14.029999732971191,14.029999732971191,357321600
2023-06-25,13.869999885559082,15.800000190734863,13.829999923706055,15.329999923706055,15.329999923706055,260473300
2023-07-02,15.489999771118164,15.899999618530273,14.619999885559082,15.34000015258789,15.34000015258789,169861100
2023-07-09,15.369999885559082,17.260000228881836,14.944999694824219,16.399999618530273,16.399999618530273,279556100
2023-07-16,16.420000076293945,18.9950008392334,16.0,16.43000030517578,16.43000030517578,365887200
2023-07-23,16.610000610351562,17.969999313354492,16.0,17.809999465942383,17.809999465942383,265362100
